Id,Name,CardNumber,Color,Type,Subtypes,Cost,Inkable,Rarity,Strength,Willpower,LoreValue,MoveCost,SetNumber,SetName,Abilities,RulesText,FlavorText,Artist,Image,OwnedNumber
1556,Sphère d'endurance,200,Steel,items,,1,True,Common,,,,,4,Le retour d’Ursula,,"PLEINE DE RESSOURCE Lorsque vous jouez cet objet, vous pouvez piocher une carte. EXTRAIT D'ACIER 1 , Bannissez cet objet – Choisissez un de vos personnages qui gagne Rempart jusqu'au début de votre prochain tour. (Lorsqu'un adversaire défie l'un de vos personnages, il doit, si possible, choisir l'un de vos personnages avec Rempart.)",,Mariana Moreno,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/200_4c456f0f577ad7a53e0a2c7843e42499d6d98444.jpg,0
1557,Arc impérial,201,Steel,items,,2,True,Uncommon,,,,,4,Le retour d’Ursula,,"À PORTÉE DE TIR , 1 – Choisissez un personnage Héros qui gagne Offensif +2 et Insaisissable pour le reste de ce tour. (Lorsqu'il défie, ce personnage gagne +2. Il peut défier les personnages avec Insaisissable.)",,Yari Lute,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/201_25bed2e10d51cc000df1ffc1ed9c806aec2bf5fb.jpg,0
1558,Canon du rls héritage,202,Steel,items,,3,False,Rare,,,,,4,Le retour d’Ursula,,"BA-BOUM! , 2 , Défaussez une carte – Choisissez un personnage ou un lieu et infligez-lui 2 dommages.","Ou j'en fais le serment, les canons du galion vous pulvériserons tous et vous enverrons tous vers un monde meilleur.%—John Silver",Luigi Aimé,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/202_1fab77efe58dd31f11ca0746b2aeaade2f0d09ee.jpg,0
1449,La muraille - Fortification frontalière,203,Steel,locations,,4,True,Rare,,8.0,0.0,2.0,4,Le retour d’Ursula,,"PROTÉGER LE ROYAUME Tant que vous avez un personnage épuisé sur ce lieu, vos autres lieux ne peuvent pas être défiés.",,Jimmy Lo,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/203_88d4ee8ba751f2919108862d05233e097e2f5f46.jpg,0
1450,Thèbes - Le Joyau de la Grèce,204,Steel,locations,,2,True,Common,,7.0,0.0,1.0,4,Le retour d’Ursula,,"SI TU Y ARRIVES MAINTENANT… Chaque fois qu'un personnage sur ce lieu en bannit un autre via un défi durant votre tour, gagnez 2 éclats de Lore.",,Nicolas Ky,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/204_e63de5d6f761a36583c9f01e355a8fdda6ba24fe.jpg,0
677,Cendrillon - Tisseuse de mélodies,205,Amber,characters,"Dreamborn, Héros, Princesse",5,True,Enchanted,1.0,5.0,2.0,,4,Le retour d’Ursula,Mélomane,"Mélomane 9 (Ce personnage est considéré comme ayant un coût de 9 pour chanter des chansons.) VOIX MERVEILLEUSE Chaque fois que ce personnage chante une chanson, vos autres personnages Princesse gagnent +1 pour le reste de ce tour.",,noc4urne,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/205_2ffc893da738ef2685b5292cc586a247e4f309ec.jpg,0
678,Minnie - Championne Mousquetaire,206,Amber,characters,"Dreamborn, Héros, Mousquetaire",5,False,Enchanted,1.0,5.0,2.0,,4,Le retour d’Ursula,Rempart,"Rempart (Ce personnage peut entrer en jeu épuisé. Lorsqu'un adversaire défie l'un de vos personnages, il doit, si possible, choisir l'un de vos personnages avec Rempart.) ENTRÉE THÉATRALE Lorsque vous jouez ce personnage, choisissez un personnage adverse avec 5 ou plus et bannissez-le.",,Alice Pisoni,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/206_e601535203aecac1ed040968bf01590cd3ba88cb.jpg,0
1743,On est une famille,207,Amber,actions,Chanson,7,True,Enchanted,,,,,4,Le retour d’Ursula,"""À lunisson""","À l'unisson 7 (Vous pouvez n’importe quel nombre de vos personnages ou de personnages de vos coéquipiers coûtant au total 7 ou plus pour chanter cette chanson gratuitement.) Regardez les 5 premières cartes de votre pioche. Vous pouvez révéler jusqu'à 2 cartes Personnage parmi elles et les ajouter à votre main. Remettez le reste sous votre pioche, dans l'ordre de votre choix.",,Marine Josephine,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/207_7c496c69d20568694773cfa32d55637a8eedea42.jpg,0
679,Ursula - Reine-Sorcière des mers,208,Amethyst,characters,"Floodborn, Méchant, Reine, Mage",7,True,Enchanted,4.0,7.0,3.0,,4,Le retour d’Ursula,Alter,"Alter 5 (Vous pouvez payer 5 pour jouer ce personnage sur l'un de vos personnages Ursula.) JE SUIS LA SOUVERAINE! Chaque fois que ce personnage est envoyé à l'aventure, choisissez un personnage et épuisez-le. VOUS M'ÉCOUTEREZ! Les autres personnages ne peuvent pas être épuisés pour chanter des chansons.",,John Loren / Nicholas Kole,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/208_5be5170b48703ba81e982612e68b34d66166e85b.jpg,0
680,Yen sid - Puissant sorcier,209,Amethyst,characters,"Storyborn, Héros, Mage",2,True,Enchanted,1.0,3.0,1.0,,4,Le retour d’Ursula,,"INTERVENTION OPPORTUNE Lorsque vous jouez ce personnage, si vous avez un personnage Balais magiques en jeu, vous pouvez piocher une carte. ÉTUDE ARCANIQUE Tant que vous avez 2 personnages Balai ou plus en jeu, ce personnage gagne +2.",,Alan Batson,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/209_ec063106df1a5af3d191c3364f225ba3f237454b.jpg,0
1744,La deuxième étoile sur la droite,210,Amethyst,actions,Chanson,10,False,Enchanted,,,,,4,Le retour d’Ursula,"""À lunisson""",À l'unisson 10 (Vous pouvez n’importe quel nombre de vos personnages ou de personnages de vos coéquipiers coûtant au total 10 ou plus pour chanter cette chanson gratuitement.) Choisissez un joueur qui pioche 5 cartes.,,Saulo Nate,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/210_2317395a967ab34c0380fd2ff0d3f5aab31eed51.jpg,0
681,Diablo - Messager dévoué,211,Emerald,characters,"Floodborn, Allié",3,False,Enchanted,2.0,2.0,1.0,,4,Le retour d’Ursula,"Alter, Insaisissable","Alter: Défaussez une carte Action (Vous pouvez défausser une carte Action pour jouer ce personnage sur l'un de vos personnages Diablo.) Insaisissable (Seuls les personnages avec Insaisissable peuvent défier ce personnage.) PRENDS TON ENVOL Tant que cette carte est épuisée, chaque fois qu'un adversaire pioche une carte durant son tour, vous pouvez piocher une carte.",,Cristian Romero,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/211_2b9d3b82664e164738390105a8c5c137d9c2ed69.jpg,0
682,Jasmine - Combattante du désert,212,Emerald,characters,"Dreamborn, Héros, Princesse",5,False,Enchanted,3.0,3.0,2.0,,4,Le retour d’Ursula,,"MANŒUVRE ASTUCIEUSE Lorsque vous jouez ce personnage et à chaque fois qu'il est défié, chaque adversaire choisit une carte et la défausse.",,noc4urne,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/212_1cba59dce5c6ca6397e78084cfa4c85f3a23b59a.jpg,0
1745,Ne parlons pas de bruno,213,Emerald,actions,Chanson,5,True,Enchanted,,,,,4,Le retour d’Ursula,,"(Vous pouvez un personnage coûtant 5 ou plus pour chanter cette chanson gratuitement.) Choisissez un personnage et renvoyez-le dans la main de son propriétaire. Puis, ce joueur doit défausser une carte au hasard de sa main.",,Victor “Yano” Covarrubias,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/213_cc2aa3ce77d73b4b1d86fafdc36afd3969324184.jpg,0
683,Dingo - Super Dingo,214,Ruby,characters,"Storyborn, Héros",4,True,Enchanted,2.0,4.0,1.0,,4,Le retour d’Ursula,Charge,"Charge (Ce personnage peut défier le tour où il est joué.) POUVOIR DES SUPER CACAHUÈTES Chaque fois que ce personnage en défie un autre, gagnez 2 éclats de Lore.",,Sam Nielson,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/214_0d8a1ed16efedcd9f5ef7a9e5a3182ec120ca6cd.jpg,0
684,Sisu - Sœur responsable,215,Ruby,characters,"Floodborn, Héros, Dieu, Dragon",8,False,Enchanted,5.0,4.0,3.0,,4,Le retour d’Ursula,Alter,"Alter 6 (Vous pouvez payer 6 pour jouer ce personnage sur l'un de vos personnages Sisu.) LAISSE-MOI GÉRER ÇA! Lorsque vous jouez ce personnage, bannissez tous les personnages adverses ayant 2 ou moins.",,João Moura,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/215_6b8096ce537e2e6d0f32bedfb563f2ac1378facf.jpg,0
1451,Le canard boiteux - Taverne malfamée,216,Ruby,locations,,2,True,Enchanted,,9.0,0.0,2.0,4,Le retour d’Ursula,,"REMUE-MÉNAGE ROUTINIER Chaque fois qu'un personnage sur ce lieu avec 3 ou plus en défie un autre, gagnez 1 éclat de Lore. Si le personnage qui défie a 6 ou plus, gagnez 3 éclats de Lore à la place.",,Roberto Gatto,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/216_f5f93983ac9f5aef4536acb866c9b847e87baa9b.jpg,0
685,Anna - Cœur sincère,217,Sapphire,characters,"Dreamborn, Héros, Reine, Chevalier",4,True,Enchanted,2.0,4.0,2.0,,4,Le retour d’Ursula,,"LAISSE-MOI T'AIDER Chaque fois que ce personnage est envoyé à l'aventure, vos autres personnages Héros gagnent +1 pour le reste de ce tour.",,noc4urne,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/217_0bd8a240cd2d562db30422db97ded2acf211361e.jpg,0
686,La reine - Devineresse,218,Sapphire,characters,"Dreamborn, Méchant, Reine, Mage",3,True,Enchanted,3.0,3.0,1.0,,4,Le retour d’Ursula,,"CONSULTE LE GRIMOIRE MAGIQUE – Regardez les 4 premières cartes de votre pioche. Vous pouvez révéler une carte Objet et l'ajouter à votre main. Si cet objet coûte 3 ou moins, vous pouvez le jouer gratuitement à la place, épuisé. Remettez le reste des cartes sous votre pioche, dans l’ordre de votre choix.",,noc4urne,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/218_50d58c752ccadd4f382ebac48cc762659bdc893f.jpg,0
1452,La grotte d'ariel - Un endroit secret,219,Sapphire,locations,,2,True,Enchanted,,7.0,0.0,2.0,4,Le retour d’Ursula,,"EMPLIE DE TRÉSORS Tant que vous avez 3 objets ou plus en jeu, ce lieu gagne +2.",,Jeremy Adams,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/219_f647dd3a8f75fb3f36438d8f41593195c1b49df2.jpg,0
687,Ariel - Guerrière sonique,220,Steel,characters,"Floodborn, Héros, Princesse",6,True,Enchanted,3.0,8.0,2.0,,4,Le retour d’Ursula,Alter,"Alter 4 (Vous pouvez payer 4 pour jouer ce personnage sur l'un de vos personnages Ariel.) VOIX AMPLIFIÉE Chaque fois que vous jouez une chanson, vous pouvez payer 2 pour choisir un personnage et lui infliger 3 dommages.",,noc4urne,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/220_d29a7c248ec3dada8e575c3ec9625419ce385097.jpg,0
688,Porcinet - Épéiste costaud,221,Steel,characters,"Dreamborn, Héros",5,False,Enchanted,3.0,5.0,3.0,,4,Le retour d’Ursula,Résistance,"Résistance +1 (Les dommages qui lui sont infligés sont réduits de 1.) PLUS SI PETIT Tant que vous n'avez aucune carte en main, ce personnage peut défier des personnages redressés.",,Simangaliso Sibaya,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/221_cc245481ca317907143d7a7fa058f81da840ceb8.jpg,0
1453,La muraille - Fortification frontalière,222,Steel,locations,,4,True,Enchanted,,8.0,0.0,2.0,4,Le retour d’Ursula,,"PROTÉGER LE ROYAUME Tant que vous avez un personnage épuisé sur ce lieu, vos autres lieux ne peuvent pas être défiés.",,Andreas Rocha,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/222_73670304339b7a172a71cfcb216c91a2f562dd6e.jpg,0
689,Yen sid - Puissant sorcier,223,Amethyst,characters,"Storyborn, Héros, Mage",2,True,Legendary,1.0,3.0,1.0,,4,Le retour d’Ursula,,"INTERVENTION OPPORTUNE Lorsque vous jouez ce personnage, si vous avez un personnage Balais magiques en jeu, vous pouvez piocher une carte. ÉTUDE ARCANIQUE Tant que vous avez 2 personnages Balai ou plus en jeu, ce personnage gagne +2.",,Matthew Robert Davies,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/223_979789a341fe7c1510b6057f8a318c6cdb6c116c.jpg,0
690,Mulan - Archère d'élite,224,Ruby,characters,"Floodborn, Héros, Princesse",6,True,Legendary,2.0,6.0,2.0,,4,Le retour d’Ursula,Alter,"Alter 5 (Vous pouvez payer 5 pour jouer ce personnage sur l'un de vos personnages Mulan.) TIREUSE D’ÉLITE Si vous jouez ce personnage en utilisant sa capacité Alter, il gagne +3 pour le reste de ce tour. TIR TRIPLE Chaque fois que ce personnage en défie un autre durant votre tour et lui inflige des dommages, choisissez jusqu’à 2 autres personnages et infligez à chacun autant de dommages.",,Nicola Saviori,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/224_0a0ccd737b089a68fe735deac1cf003f8f2990c7.jpg,0
691,Mickey mouse - Sorcier espiègle,225,Steel,characters,"Floodborn, Héros, Mage",5,True,Rare,3.0,4.0,2.0,,4,Le retour d’Ursula,"Alter, Résistance","Alter 3 (Vous pouvez payer 3 pour jouer ce personnage sur l'un de vos personnages Mickey Mouse.) Résistance +1 (Les dommages qui lui sont infligés sont réduits de 1.) BALAYÉ Lorsque vous jouez ce personnage, choisissez un personnage et infligez-lui un nombre de dommages égal au nombre de personnages Balai que vous avez en jeu.",,Alice Pisoni,https://api.lorcana.ravensburger.com/images/fr/set4/cards/367x512/225_cf704bd05641b2a9afea83e48fa42c8cd71907ff.jpg,0
698,Koda - Ourson bavard,1,Amber,characters,"Storyborn, Allié",2,True,Rare,2.0,1.0,2.0,,5,Ciel Scintillant,,"DITES À MES AMIS Durant le tour de vos adversaires, vous ne pouvez pas perdre d'éclats de Lore.","Enfin, je ne voudrais pas avoir l’air de me vanter, mais je connais quelques prises.",Therese Vildefall,https://api.lorcana.ravensburger.com/images/fr/set5/cards/367x512/1_e323ad499abe7133b935552b0112e82c270c4a77.jpg,0
699,Nala - Lionçonne malicieuse,2,Amber,characters,"Storyborn, Allié",1,True,Uncommon,0.0,4.0,1.0,,5,Ciel Scintillant,,,Le titre de championne de cache-cache de Lorcana était à sa portée.,Shannon Hallstein,https://api.lorcana.ravensburger.com/images/fr/set5/cards/367x512/2_839f0abbd5854c502fd46ef52ea710e9db34da70.jpg,0
700,Prince naveen - Joueur de ukulélé,3,Amber,characters,"Storyborn, Héros, Prince",4,False,Legendary,3.0,3.0,2.0,,5,Ciel Scintillant,Mélomane,"Mélomane 6 (Ce personnage est considéré comme ayant un coût de 6 pour chanter des chansons.) C'EST MERVEILLEUX, NON ? Lorsque vous jouez ce personnage, vous pouvez jouer gratuitement une carte Chanson coûtant 6 ou moins.",,Rosa la Barbera / Livio Cacciatore,https://api.lorcana.ravensburger.com/images/fr/set5/cards/367x512/3_f6e8c5bc96fd22c9aabdf64cf42660c7d8e975d5.jpg,0
701,Truc - Élan nordique,4,Amber,characters,"Storyborn, Allié",4,True,Common,3.0,4.0,1.0,,5,Ciel Scintillant,Soutien,"Soutien (Lorsque ce personnage est envoyé à l'aventure, vous pouvez ajouter sa à celle d'un autre personnage au choix pour le reste de ce tour.)","Trouvons de belles branches, hein ? J’ai un petit creux !",Ron Baird,https://api.lorcana.ravensburger.com/images/fr/set5/cards/367x512/4_55738fef63151c4588221b418b151c222cf60c24.jpg,0
702,Kenaï - Grand frère,5,Amber,characters,"Storyborn, Héros",2,True,Common,1.0,4.0,1.0,,5,Ciel Scintillant,,"FRÈRES POUR TOUJOURS Tant que ce personnage est épuisé, vos personnages Koda ne peuvent pas être défiés.","Il faut veiller sur ton petit frère, aussi pénible soit-il. %— Kenaï",Chunxi Mu,https://api.lorcana.ravensburger.com/images/fr/set5/cards/367x512/5_2ed99938bde8310bb1034d1896a1ad1f989475cc.jpg,0
703,Vanellope von schweetz - Championne de Sugar Rush,6,Amber,characters,"Storyborn, Héros, Princesse, Pilote",1,True,Common,2.0,2.0,1.0,,5,Ciel Scintillant,,,"Tu sais, le code a beau dire que je suis une princesse, moi je sais qui je suis vraiment...",César Vergara / Eri Welli,https://api.lorcana.ravensburger.com/images/fr/set5/cards/367x512/6_9ba9494bab79cd86d1c0321e19da923224a1dbfd.jpg,0
704,Muche - Élan nordique,7,Amber,characters,"Storyborn, Allié",4,True,Common,4.0,4.0,1.0,,5,Ciel Scintillant,,,"J'aimerais bien manger un morceau, mais je suis un peu pris pour le moment.",Ron Baird,https://api.lorcana.ravensburger.com/images/fr/set5/cards/367x512/7_32578af5a784131241f6a23bb41a24c58fbfe089.jpg,0
860,Mirabel madrigal - Rassembleuse de la Famille,7,Amber,characters,"Storyborn, Héros, Madrigal",5,True,Enchanted,5.0,5.0,5.0,,5,Ciel Scintillant,,PAS SANS MA FAMILLE Vous ne pouvez pas jouer ce personnage à moins d'avoir 5 personnages ou plus en jeu.,"Il n'y a rien que nous ne puissions accomplir, ensemble  !",Hyuna Lee,https://api.lorcana.ravensburger.com/images/fr/promo2/cards/367x512/7_8bf19c5f4182ba08771a92aa322fd553b93c791c.jpg,0
705,Lilo - Décoratrice de gâteau junior,8,Amber,characters,"Storyborn, Héros",2,True,Common,1.0,3.0,1.0,,5,Ciel Scintillant,Soutien,"Soutien (Lorsque ce personnage est envoyé à l'aventure, vous pouvez ajouter sa à celle d'un autre personnage au choix pour le reste de ce tour.)",Beurre de cacahuète et ananas ! Ce sera le meilleur gâteau de tous les temps !,Olivier Désirée,https://api.lorcana.ravensburger.com/images/fr/set5/cards/367x512/8_8081c3ad3afb8948cf13db7ea465593549930323.jpg,0
706,Vanellope von schweetz - Mécanicienne de bonbons,9,Amber,characters,"Dreamborn, Héros, Princesse, Pilote",2,True,Common,2.0,2.0,1.0,,5,Ciel Scintillant,,"IL FAUT PAYER POUR JOUER Chaque fois que ce personnage est envoyé à l'aventure, choisissez un personnage adverse qui subit -1 jusqu'au début de votre prochain tour.",Je prendrai tout ce que vous avez... tant que c’est sucré.,Hedvig Häggman-Sund,https://api.lorcana.ravensburger.com/images/fr/set5/cards/367x512/9_aa0280b20e47204a2e8c06718f45b7aecbb685bf.jpg,0
707,Félix fixe junior - Constructeur fiable,10,Amber,characters,"Storyborn, Héros",3,True,Common,2.0,4.0,1.0,,5,Ciel Scintillant,Rempart,"Rempart (Ce personnage peut entrer en jeu épuisé. Lorsqu'un adversaire défie l'un de vos personnages, il doit, si possible, choisir l'un de vos personnages avec Rempart.)","Mince, cet endroit a vraiment besoin de réparations!",Hedvig Häggman-Sund,https://api.lorcana.ravensburger.com/images/fr/set5/cards/367x512/10_65dbb6213e7e35ca59ed1b727619440636da8d21.jpg,0
708,Gazelle - Pop star,11,Amber,characters,"Storyborn, Allié",3,True,Common,2.0,3.0,2.0,,5,Ciel Scintillant,Mélomane,Mélomane 5 (Ce personnage est considéré comme ayant un coût de 5 pour chanter des chansons.),"Bonsoir, Lorcana ! Nous sommes ici ce soir pour célébrer les possibilités qui s’offrent à nous lorsque nous nous unissons.",Lauren Barger,https://api.lorcana.ravensburger.com/images/fr/set5/cards/367x512/11_907c81dbdfa1b1371328738e6d392a9e1eebfba5.jpg,0
709,Félix fixe junior - Intendant de Niceland,12,Amber,characters,"Floodborn, Héros",5,True,Uncommon,4.0,5.0,1.0,,5,Ciel Scintillant,Alter,Alter 3 (Vous pouvez payer 3 pour jouer ce personnage sur l'un de vos personnages Félix Fixe Junior.) BÂTIR ENSEMBLE Vos lieux gagnent +2.,,João Moura,https://api.lorcana.ravensburger.com/images/fr/set5/cards/367x512/12_3e7c6361c2c8f01470857f898b65b53614deb923.jpg,0
